secFrom	langTo	prob	isTranslation
Referencias	脚注	0.9985355138778687	True
Referencias	出典	0.9982278943061829	True
Referencias	参照	0.9972484707832336	False
Referencias	参考文献	0.9970775842666626	False
Referencias	脚注・出典	0.9956117868423462	False
Referencias	脚註	0.994238018989563	False
Referencias	註	0.9923285841941833	False
Referencias	注釈	0.9898228645324707	False
Referencias	出典・脚注	0.9868822693824768	False
Referencias	注	0.9852921366691589	False
