secFrom	langTo	prob	count	rank
JSL1部・2部入替戦	Classement de la première division	0.04852065071463585	8	4.0
JSL2部	Classement des buteurs de la D1	0.062001556158065796	18	1.0
JSL2部	Classement de la deuxième division	0.038788989186286926	19	2.0
JSL2部	Barrage promotion-relégation D2/Séries régionales	0.028971130028367043	7	3.0
JSL2部	Classement de la première division	0.019594715908169746	20	4.0
JSL2部・地域リーグ入替戦	Classement des buteurs de la D1	0.22848565876483917	7	1.0
JSL2部・地域リーグ入替戦	Barrage promotion-relégation D2/Séries régionales	0.11584892868995667	7	2.0
JSL2部・地域リーグ入替戦	Classement de la deuxième division	0.08666075021028519	7	3.0
JSL2部・地域リーグ入替戦	Classement de la première division	0.0393802747130394	7	4.0
K	K	0.9893697500228882	8	1.0
K	L	0.3060106933116913	8	2.0
K	C	0.2883743345737457	7	3.0
K	H	0.22361105680465698	6	4.0
K	N	0.17549008131027222	7	5.0
L	L	0.9931343793869019	9	1.0
L	C	0.304469496011734	8	2.0
L	K	0.2618911564350128	9	3.0
L	N	0.2170204073190689	8	4.0
L	O	0.17649514973163605	8	5.0
M	M	0.9777225255966187	8	1.0
M	C	0.30447787046432495	8	2.0
M	L	0.26493969559669495	8	3.0
M	K	0.19443076848983765	8	4.0
M	N	0.165824756026268	8	5.0
Moto2クラス決勝結果	Résultats des Moto2	0.9117130637168884	12	1.0
Moto2クラス決勝結果	Résultats des MotoGP	0.0271088145673275	12	2.0
MotoGPクラス決勝結果	Classement MotoGP	0.9316615462303162	27	1.0
MotoGPクラス決勝結果	Résultat des MotoGP	0.9276808500289917	36	2.0
MotoGPクラス決勝結果	Résultats des MotoGP	0.918738603591919	30	3.0
MotoGPクラス決勝結果	Classement Moto GP	0.9013650417327881	9	4.0
MotoGPクラス決勝結果	Classement final MotoGP	0.8755884170532227	27	5.0
N	N	0.989136815071106	9	1.0
N	L	0.42270147800445557	8	2.0
N	K	0.30862024426460266	8	3.0
N	C	0.2895898222923279	8	4.0
N	H	0.2075352519750595	7	5.0
NASA	Biographie	0.8582733869552612	6	1.0
NASAでのキャリア	Vols réalisés	0.9445273280143738	28	1.0
NASAでのキャリア	Biographie	0.3869001567363739	38	2.0
NASAでのキャリア	Galerie	0.14531823992729187	6	3.0
NASAでのキャリア	Liens externes	0.06170980632305145	6	4.0
NASAでのキャリア	Notes et références	0.04123805835843086	11	5.0
NBA	Biographie	0.9660468697547913	22	1.0
NBA	Records personnels et distinctions	0.9629486799240112	6	2.0
NBA	Carrière	0.9614929556846619	8	3.0
NBA	Statistiques	0.9327774047851562	11	4.0
NBA	Salaires	0.8604084253311157	9	5.0
NBA スタッツ	Biographie	0.32656344771385193	9	1.0
NBA スタッツ	Statistiques	0.27830201387405396	8	2.0
NBAキャリア	Biographie	0.9637230634689331	40	1.0
NBAキャリア	Carrière professionnelle	0.9426755905151367	7	2.0
NBAキャリア	Clubs successifs	0.8511204123497009	10	3.0
NBAキャリア	Carrière	0.840681791305542	6	4.0
NBAキャリア	Records sur une rencontre en NBA	0.7547703385353088	6	5.0
NBAスタッツ	Biographie	0.8300163149833679	10	1.0
NBAスタッツ	Statistiques	0.6450671553611755	6	2.0
